PROVINCIE;BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;VESTIGINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;ONDERWIJSSTRUCTUUR;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Friesland;41347;02VC;02VC11;Comenius Christelijke Scholengemeenschap voor Atheneum, Havo, Vmbo, Lwoo, Pro;J.H. Knoopstraat;1;8933 GS;LEEUWARDEN;0080;LEEUWARDEN;Protestants-Christelijk;0582347670;www.csg-comenius.nl;HAVO/VWO;Achter de Hoven;118;8933 CR;LEEUWARDEN;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41347;02VC;02VC12;Comenius Chr. SGM voor Atheneum Havo Vmbo Lwoo Pro loc. Marienburg Academie;Schrans;5-7;8932 NA;LEEUWARDEN;0080;LEEUWARDEN;Overige;          ;                                                                                ;VWO;Postbus;193;8900 AD;LEEUWARDEN;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41347;14NS;14NS00;Christelijke Scholengemeenschap A.M. van Schurman voor Havo Mavo Vbo;Cort van der Lindenstr;1;8802 RX;FRANEKER;1949;WAADHOEKE;Protestants-Christelijk;0517395900;www.annamaria.nl;VBO/MAVO/HAVO;Cort van der Lindenstr;1;8802 RX;FRANEKER;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41347;14NS;14NS04;Christelijke Scholengemeenschap A.M. van Schurman voor Havo Mavo Vbo;Galjoen;20;8802 NG;FRANEKER;1949;WAADHOEKE;Overige;          ;                                                                                ;VBO/HAVO;Cort van der Lindenstr;1;8802 RX;FRANEKER;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41347;14NS;14NS05;Christelijke Scholengemeenschap A.M. van Schurman voor Havo Mavo Vbo;Cort van der Lindenstr;1-A;8802 RX;FRANEKER;1949;WAADHOEKE;Overige;          ;                                                                                ;VBO/HAVO;Cort van der Lindenstr;1;8802 RX;FRANEKER;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41347;14WI;14WI00;Christelijk Gymnasium Beyers Naude;Gymnasiumstraat;36;8932 GW;LEEUWARDEN;0080;LEEUWARDEN;Protestants-Christelijk;0582124471;www.cgbn.nl;VWO;Gymnasiumstraat;36;8932 GW;LEEUWARDEN;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41442;16FP;16FP00;Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo;Almastraat;5;8601 EW;SNEEK;1900;SUDWEST-FRYSLAN;Openbaar;0515429760;www.rsg-sneek.nl;VBO/MAVO/HAVO/VWO;Postbus;341;8600 AH;SNEEK;09;Sneek;04;Fryslân;05;Zuidwest-Friesland;05;Zuidwest-Friesland;03;Friesland;05;Zuid-West Friesland
Friesland;41442;16FP;16FP04;Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo;Malta;2;8601 GW;SNEEK;1900;SUDWEST-FRYSLAN;Openbaar;          ;                                                                                ;VBO/MAVO/HAVO/VWO;Postbus;341;8600 AH;SNEEK;09;Sneek;04;Fryslân;05;Zuidwest-Friesland;05;Zuidwest-Friesland;03;Friesland;05;Zuid-West Friesland
Friesland;41442;16FP;16FP05;Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo locatie ISK;Harmen Sytstrastraat;1-B;8602 TM;SNEEK;1900;SUDWEST-FRYSLAN;Openbaar;0515439596;                                                                                ;BRUGJAAR;Postbus;341;8600 AH;SNEEK;09;Sneek;04;Fryslân;05;Zuidwest-Friesland;05;Zuidwest-Friesland;03;Friesland;05;Zuid-West Friesland
Friesland;41490;15VQ;15VQ00;Stellingwerf College;Quadoelenweg;29;8431 LN;OOSTERWOLDE FR;0085;OOSTSTELLINGWERF;Openbaar;0516568500;www.stellingwerfcollege.nl;VBO/MAVO/HAVO/VWO;Postbus;86;8430 AB;OOSTERWOLDE FR;07;Smallingerland;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41664;01KL;01KL09;Noordzee Onderwijs Groep- locatie Maritieme Academie Harlingen;Almenumerweg;1;8861 KM;HARLINGEN;0072;HARLINGEN;Samenwerking PC, RK, Alg. Bijz;0517412300;                                                                                ;VBO;Postbus;4470;2003 EL;HAARLEM;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41750;05AC;05AC00;Kei College voor mavo, vmbo en lwoo;Ds Kingweg;8;8446 KZ;HEERENVEEN;0074;HEERENVEEN;Openbaar;0513657385;www.osg-sevenwolden.nl;VBO/MAVO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41750;14FW;14FW00;Openbare Scholengroep  voor VMBO, Havo, Atheneum en Gymnasium;Schans;100;8441 AE;HEERENVEEN;0074;HEERENVEEN;Openbaar;0513657385;www.osgsevenwolden.nl;VBO/MAVO/HAVO/VWO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41750;14FW;14FW01;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;Buitenbaan;5;8441 HB;HEERENVEEN;0074;HEERENVEEN;Openbaar;0513622112;                                                                                ;VBO/MAVO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41750;14FW;14FW02;Openbare Scholengemeenschap Sevenwolden locatie VMBO-Plein;Ds Kingweg;10;8446 KZ;HEERENVEEN;0074;HEERENVEEN;Openbaar;0513636572;                                                                                ;VBO/MAVO/HAVO/VWO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41750;14FW;14FW04;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;Pasteurweg;1;8503 AB;JOURE;1940;DE FRYSKE MARREN;Openbaar;0513412175;                                                                                ;VBO/MAVO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;05;Zuidwest-Friesland;05;Zuidwest-Friesland;03;Friesland;05;Zuid-West Friesland
Friesland;41750;14FW;14FW05;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;Burstumerdyk;5;9001 ZC;GROU;0080;LEEUWARDEN;Openbaar;0513657385;                                                                                ;VBO/MAVO;Postbus;592;8440 AN;HEERENVEEN;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;41750;14FW;14FW07;Openbare Scholengroep voor VMBO, Havo, Atheneum en Gymnasium;Beugel;68;8447 AH;HEERENVEEN;0074;HEERENVEEN;Overige;          ;                                                                                ;VBO/MAVO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41750;26KP;26KP00;De Compagnie Praktijkonderwijs Sevenwolden;Buitenbaan;3;8441 HB;HEERENVEEN;0074;HEERENVEEN;Openbaar;0513657385;www.sevenwolden.nl;PRO;Postbus;592;8440 AN;HEERENVEEN;08;Heerenveen;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41752;01WM;01WM00;Burg Harmsma SGM voor VO Mavo Lhno en Lto;Hendrik Ringenoldusstr;3;8401 PV;GORREDIJK;0086;OPSTERLAND;Openbaar;0513463455;www.bhs.frl;VBO/MAVO;Postbus;32;8400 AA;GORREDIJK;07;Smallingerland;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41789;02UV;02UV03;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;De Drift;38;9203 GH;DRACHTEN;0090;SMALLINGERLAND;Gereformeerd;0512515207;www.gomaruscollege.nl;VBO/MAVO;De Drift;38;9203 GH;DRACHTEN;07;Smallingerland;04;Fryslân;06;Friesland-Oost;06;Zuidoost-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;41789;02UV;02UV04;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Irenestraat;5;8931 DG;LEEUWARDEN;0080;LEEUWARDEN;Gereformeerd;0582673822;www.gomaruscollege.nl;VBO/MAVO/HAVO;Irenestraat;5;8931 DG;LEEUWARDEN;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;42606;05NE;05NE00;PRO Dokkum;Birdaarderstraatweg;82;9101 PK;DOKKUM;1970;NOARDEAST-FRYSLAN;Protestants-Christelijk;0519294137;www.prodokkum.nl;PRO;Postbus;66;9100 AB;DOKKUM;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;42639;30UV;30UV00;SvPO Hurdegaryp - Tjalling Koopmans College voor Vwo Havo;Reidroas;12;9254 JR;HURDEGARYP;0737;TYTSJERKSTERADIEL;RK,PC,GV,RE,EV,AN,HI,I,J,AB,HU;0511471712;www.svpo.nl;HAVO/VWO;Postbus;36026;1020 MA;AMSTERDAM;10;Leeuwarden;04;Fryslân;06;Friesland-Oost;04;Noord-Friesland;03;Friesland;06;Friesland-Oost ('de Friese Wouden')
Friesland;42765;19EO;19EO00;"VMBO ""De Jutter"" Vlieland";Lutinelaan;3;8899 BD;VLIELAND;0096;VLIELAND;Openbaar;0562452772;www.dejutter.nl;MAVO;Lutinelaan;3;8899 BD;VLIELAND;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Friesland;90897;02XQ;02XQ00;Inspecteur Boelensschool voor Mavo;Kerkelaantje;1;9166 NB;SCHIERMONNIKOOG;0088;SCHIERMONNIKOOG;Samenwerking PC, Alg. Bijz.;0519531620;www.boelensschool.nl;VBO/MAVO;Postbus;66;9100 AB;DOKKUM;10;Leeuwarden;04;Fryslân;04;Friesland-Noord;04;Noord-Friesland;03;Friesland;04;Friesland Noord
Gelderland;13554;03RR;03RR00;Candea College Atheneum Havo Mavo Vmbo;Saturnus;1;6922 LX;DUIVEN;0226;DUIVEN;Samenwerking PC, RK;0316367800;www.candea.nl;HAVO/VWO;Postbus;141;6920 AC;DUIVEN;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;03RR;03RR04;Candea College Atheneum Havo Mavo Vmbo;Eltensestraat;8;6922 JB;DUIVEN;0226;DUIVEN;Samenwerking PC, RK;0316367800;www.candea.nl;VBO/MAVO;Postbus;141;6920 AC;DUIVEN;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;03RR;03RR07;Candea College Atheneum Havo Mavo Vmbo;Saturnus;3;6922 LX;DUIVEN;0226;DUIVEN;Samenwerking PC, RK;          ;                                                                                ;VBO/MAVO/HAVO/VWO;Postbus;141;6920 AC;DUIVEN;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;05FF;05FF00;Olympuscollege PC RK SGM voor Lyceum Havo Mavo;Olympus;11;6832 EL;ARNHEM;0202;ARNHEM;Samenwerking PC, RK;0263202870;www.olympuscollege.nl;MAVO/HAVO/VWO;Postbus;30098;6803 AB;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;05FF;05FF01;Olympuscollege PC RK SGM voor Lyceum Havo Mavo;Zeegsingel;2;6832 DR;ARNHEM;0202;ARNHEM;Samenwerking PC, RK;          ;                                                                                ;MAVO/HAVO/VWO;Postbus;30098;6803 AB;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;08PS;08PS00;Symbion School voor Praktijkonderwijs;Hoge Witteveld;2;6942 RD;DIDAM;1955;MONTFERLAND;Algemeen bijzonder;0316583880;www.symbion-vo.nl;PRO;Hoge Witteveld;2;6942 RD;DIDAM;25;Doetinchem;12;Achterhoek;13;Oost-Gelderland;14;Achterhoek;08;Zuidelijke Achterhoek;13;Achterhoek
Gelderland;13554;12NW;12NW00;Produs;Leidenweg;60;6843 LD;ARNHEM;0202;ARNHEM;Openbaar;0263208830;www.produsarnhem.nl;PRO;Postbus;30064;6803 AB;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;16SK;16SK00;Liemers College SGM voor LYC HAVO MAVO VBO LWOO;Heerenmaten;6;6904 GZ;ZEVENAAR;0299;ZEVENAAR;Samenwerking PC, RK;0316583800;www.liemerscollege.nl;VBO/MAVO/HAVO/VWO;Postbus;412;6900 AK;ZEVENAAR;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;16SK;16SK01;Liemers College Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;Dijksestraat;12;6942 GC;DIDAM;1955;MONTFERLAND;Samenwerking PC, RK;0316583800;                                                                                ;VBO/MAVO/HAVO/VWO;Postbus;412;6900 AK;ZEVENAAR;25;Doetinchem;12;Achterhoek;13;Oost-Gelderland;14;Achterhoek;08;Zuidelijke Achterhoek;13;Achterhoek
Gelderland;13554;16SK;16SK05;Liemers College SGM voor LYC HAVO MAVO VBO LWOO;Stationspoort;36;6902 KG;ZEVENAAR;0299;ZEVENAAR;Samenwerking PC, RK;0316583800;                                                                                ;VBO/MAVO;Postbus;412;6900 AK;ZEVENAAR;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;16SK;16SK07;Liemers College SGM voor Lyc Havo Mavo Vbo Lwoo;Zonegge 07;9;6903 EP;ZEVENAAR;0299;ZEVENAAR;Samenwerking PC, RK;0316583800;                                                                                ;VBO/MAVO;Postbus;412;6900 AK;ZEVENAAR;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20RM;20RM00;Stedelijk Gymnasium Arnhem;Thorbeckestraat;17;6828 TS;ARNHEM;0202;ARNHEM;Openbaar;0263209840;www.gymnasiumarnhem.nl;VWO;Thorbeckestraat;17;6828 TS;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20TZ;20TZ00;Lorentz Groep;Metamorfosenallee;100;6843 HX;ARNHEM;0202;ARNHEM;Openbaar;0263202850;www.lorentzlyceum.nl;VBO/MAVO/HAVO/VWO;Metamorfosenallee;100;6843 HX;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20TZ;20TZ04;Lorentz Groep;Auditorium;6;6661 TZ;ELST GLD;1734;OVERBETUWE;Openbaar;0481362930;www.hetwesteraam.nl;VBO;Auditorium;6;6661 TZ;ELST GLD;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20TZ;20TZ07;Lorentz Groep vestiging Maarten van Rossem;Groningensingel;1235;6835 HZ;ARNHEM;0202;ARNHEM;Openbaar;0263202860;www.maartenvanrossem.nl;VBO/MAVO;Groningensingel;1235;6835 HZ;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20TZ;20TZ11;Lorentz Groep;Auditorium;3;6661 TZ;ELST GLD;1734;OVERBETUWE;Openbaar;0481362920;www.lyceumelst.nl;VBO/MAVO/HAVO/VWO;Auditorium;3;6661 TZ;ELST GLD;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;20TZ;20TZ12;Lorentz Groep;Parnassusstraat;20;6846 RB;ARNHEM;0202;ARNHEM;Openbaar;0263202840;www.riversarnhem.org;HAVO/VWO;Parnassusstraat;21;6846 RB;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL00;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;Bernhardlaan;49;6824 LE;ARNHEM;0202;ARNHEM;Openbaar;0263209820;www.beekdallyceum.nl;HAVO/VWO;Bernhardlaan;49;6824 LE;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL04;Openb. SGM. Arnhem Noord voor lyceum, havo, mavo en vbo;Thomas a Kempislaan;82;6822 LS;ARNHEM;0202;ARNHEM;Openbaar;0263209850;                                                                                ;VBO/MAVO;Thomas a Kempislaan;82;6822 LS;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL06;Openb. SGM. Arnhem Noord voor lyceum, havo, mavo en vbo;Utrechtseweg;174;6812 AL;ARNHEM;0202;ARNHEM;Openbaar;0263209830;www.montessoriarnhem.nl;VBO/MAVO/HAVO;Utrechtseweg;174;6812 AL;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL09;Openb. SGM. Arnhem Noordvoor lyceum, havo, mavo en vbo;Gruttostraat;1;6883 CN;VELP GLD;0275;RHEDEN;Openbaar;          ;                                                                                ;BRUGJAAR;Postbus;7;6920 AA;DUIVEN;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL10;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;Middachtensingel;1;6825 HG;ARNHEM;0202;ARNHEM;Openbaar;          ;                                                                                ;BRUGJAAR;Middachtensingel;1;6825 HG;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13554;25GL;25GL11;Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo;Bruningweg;2-A;6827 BM;ARNHEM;0202;ARNHEM;Openbaar;          ;                                                                                ;BRUGJAAR;Bernhardlaan;49;6824 LE;ARNHEM;26;Arnhem;11;IJssel en Rijn;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;09;Arnhem en omstreken;41;Arnhem
Gelderland;13693;16YV;16YV00;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Hollandseweg;9;6706 KN;WAGENINGEN;0289;WAGENINGEN;Openbaar;0317465855;www.pantarijn.nl;VBO/MAVO/HAVO/VWO;Postbus;257;6700 AG;WAGENINGEN;29;Ede;10;De Vallei;16;Eem en Vallei;13;Veluwe;09;Arnhem en omstreken;16;Eem en Vallei
Gelderland;13693;16YV;16YV01;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Hollandseweg;9;6706 KN;WAGENINGEN;0289;WAGENINGEN;Openbaar;0317466599;www.pantarijn.nl;VBO/MAVO/PRO;Postbus;257;6700 AG;WAGENINGEN;29;Ede;10;De Vallei;16;Eem en Vallei;13;Veluwe;09;Arnhem en omstreken;16;Eem en Vallei
Gelderland;13693;16YV;16YV04;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Vicuslaan;2;4041 ZA;KESTEREN;1740;NEDER-BETUWE;Openbaar;0488481492;www.pantarijn.nl;VBO/MAVO;Postbus;257;6700 AG;WAGENINGEN;31;Tiel;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;11;Oostelijk Maas-Waalgebied;15;Rivierenland
Gelderland;13693;16YV;16YV10;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Top Naeffstraat;10-12;6708 SX;WAGENINGEN;0289;WAGENINGEN;Openbaar;0317465856;                                                                                ;BRUGJAAR;Postbus;257;6700 AG;WAGENINGEN;29;Ede;10;De Vallei;16;Eem en Vallei;13;Veluwe;09;Arnhem en omstreken;16;Eem en Vallei
Gelderland;13709;19EW;19EW00;Openbare Regionale Scholengemeenschap Lek en Linge voor atheneum havo vmbo lwoo;Multatulilaan;6;4103 NM;CULEMBORG;0216;CULEMBORG;Openbaar;0345512833;www.lekenlinge.nl;MAVO/HAVO/VWO;Postbus;461;4100 AL;CULEMBORG;33;Culemborg;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;13;Utrecht en omstreken;15;Rivierenland
Gelderland;13709;19EW;19EW01;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;Ina Boudier-Bakkerstraat;2;4103 NN;CULEMBORG;0216;CULEMBORG;Openbaar;0345520066;                                                                                ;VBO/MAVO;Postbus;461;4100 AL;CULEMBORG;33;Culemborg;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;13;Utrecht en omstreken;15;Rivierenland
Gelderland;13709;19EW;19EW03;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;Multatulilaan;3;4103 NM;CULEMBORG;0216;CULEMBORG;Openbaar;          ;                                                                                ;HAVO/VWO;Postbus;461;4100 AL;CULEMBORG;33;Culemborg;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;13;Utrecht en omstreken;15;Rivierenland
Gelderland;13709;19EW;19EW04;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;Annie MG Schmidtpad;1;4103 NP;CULEMBORG;0216;CULEMBORG;Openbaar;          ;                                                                                ;VBO/MAVO;Postbus;461;4100 AL;CULEMBORG;33;Culemborg;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;13;Utrecht en omstreken;15;Rivierenland
Gelderland;13709;19EW;19EW05;O.R.S. Lek en Linge vestiging de Lingeborgh voor vwo havo vmbo lwoo;Laan van Leeuwenstein;2;4191 NB;GELDERMALSEN;1960;WEST BETUWE;Openbaar;0345571504;www.lekenlinge.nl;VBO/MAVO;Postbus;92;4190 CB;GELDERMALSEN;33;Culemborg;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;13;Utrecht en omstreken;15;Rivierenland
Gelderland;13739;17CK;17CK00;Regionale Scholengemeenschap Slingerbos/Levant voor Ath Havo Mavo;Eisenhowerlaan;59;3844 AS;HARDERWIJK;0243;HARDERWIJK;Openbaar;0341414484;www.rsgslingerbos.nl;MAVO/HAVO/VWO;Eisenhowerlaan;59;3844 AS;HARDERWIJK;28;Harderwijk;08;Noordwest-Veluwe;17;Noordwest-Veluwe;13;Veluwe;10;Harderwijk-Amersfoort;17;Noordwest-Veluwe
Gelderland;28212;16NK;16NK00;Vrije school Zutphen-Groningen;Weerdslag;14-A;7206 BR;ZUTPHEN;0301;ZUTPHEN;Antroposofisch;0575538720;www.vszutphen.nl;MAVO/HAVO/VWO;Postbus;146;7200 AC;ZUTPHEN;23;Zutphen;09;Stedendriehoek;11;Stedendriehoek;14;Achterhoek;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Gelderland;28212;16NK;16NK03;Vrije school Zutphen-Groningen;Dieserstraat;52;7201 NB;ZUTPHEN;0301;ZUTPHEN;Antroposofisch;0575538720;www.vszutphen.nl;MAVO/HAVO/VWO;Postbus;146;7200 AC;ZUTPHEN;23;Zutphen;09;Stedendriehoek;11;Stedendriehoek;14;Achterhoek;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Gelderland;31142;26CC;26CC05;Helicon Opleidingen;Industrieweg;4;4041 CR;KESTEREN;1740;NEDER-BETUWE;Algemeen bijzonder;0488481310;www.vmbogroenkesteren.nl;VBO;Industrieweg;4;4041 CR;KESTEREN;31;Tiel;14;Rivierenland;15;Rivierenland;16;Zuidwest-Gelderland;11;Oostelijk Maas-Waalgebied;15;Rivierenland
Gelderland;31142;26CC;26CC06;Helicon Opleidingen;Marga Klompelaan;37;6532 SB;NIJMEGEN;0268;NIJMEGEN;Algemeen bijzonder;0243550642;www.vmbogroennijmegen.nl;VBO;Marga Klompelaan;37;6532 SB;NIJMEGEN;30;Nijmegen;13;Nijmegen;14;Arnhem/Nijmegen;15;Arnhem/Nijmegen;11;Oostelijk Maas-Waalgebied;40;Rijk van Nijmegen
Gelderland;35647;02QN;02QN00;Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo;Deken Hooijmansingel;1;7141 EA;GROENLO;1586;OOST GELRE;Rooms-Katholiek;0544477070;www.marianum.nl;VBO/MAVO/HAVO/VWO;Postbus;35;7140 AA;GROENLO;24;Winterswijk;12;Achterhoek;13;Oost-Gelderland;14;Achterhoek;08;Zuidelijke Achterhoek;13;Achterhoek
Gelderland;35647;02QN;02QN02;Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo;dr Ariensstraat;1;7131 XM;LICHTENVOORDE;1586;OOST GELRE;Rooms-Katholiek;0544477070;                                                                                ;VBO/MAVO/HAVO/VWO;Postbus;35;7140 AA;GROENLO;24;Winterswijk;12;Achterhoek;13;Oost-Gelderland;14;Achterhoek;08;Zuidelijke Achterhoek;13;Achterhoek
