PROVINCIE;BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;VESTIGINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Drenthe;10249;16AH;16AH00;Openbare Basisschool 't Eenspan;Oosterstraat;58;7822 HG;EMMEN;0114;EMMEN;Openbaar;0591659840;www.obs-eenspan.nl;Oosterstraat;58;7822 HG;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16BX;16BX00;Openbare Basisschool 2 Emmen Mr Vegter;Bargermeerweg;113;7811 LD;EMMEN;0114;EMMEN;Openbaar;0591659842;www.obs-mr-vegter.nl;Bargermeerweg;113;7811 LD;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16DJ;16DJ00;Openbare Basisschool De Esdoorn;Buiskoolstraat;1;7814 RC;EMMEN;0114;EMMEN;Openbaar;0591659848;www.obs-esdoorn.nl;Buiskoolstraat;1;7814 RC;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16HI;16HI00;Openbare Basisschool Emmermeer;Middenhaag;4;7815 LB;EMMEN;0114;EMMEN;Openbaar;0591659896;www.obs-emmermeer.nl;Middenhaag;4;7815 LB;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16MA;16MA00;Openbare Basisschool Angelslo;Smedingeslag;1;7824 HK;EMMEN;0114;EMMEN;Openbaar;0591625269;www.obs-angelslo.nl;Smedingeslag;1;7824 HK;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16NR;16NR00;De Kubus;Houtweg;403;7823 PS;EMMEN;0114;EMMEN;Openbaar;0591622100;www.obs-kubus.nl;Houtweg;403;7823 PS;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16WN;16WN00;Openbare Basisschool op 't Veld;Barnar;5-A;7826 EP;EMMEN;0114;EMMEN;Openbaar;0591629364;www.obs-optveld.nl;Barnar;5-A;7826 EP;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16XQ;16XQ00;Openbare Basisschool De Brink;Rolderbrink;128-130;7812 PK;EMMEN;0114;EMMEN;Openbaar;0591659850;www.obs-brink.nl;Rolderbrink;128-130;7812 PK;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16YK;16YK00;Openbare Basisschool De Barg;Mantingerbrink;203;7812 MD;EMMEN;0114;EMMEN;Openbaar;0591659854;www.obs-barg.nl;Mantingerbrink;203;7812 MD;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;16ZQ;16ZQ00;Openbare Basisschool De Meent;Eerste Koppelveenweg;2;7881 EG;EMMER-COMPASCUUM;0114;EMMEN;Openbaar;0591351660;www.obs-meent.nl;Eerste Koppelveenweg;2;7881 EG;EMMER-COMPASCUUM;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17AE;17AE00;De Bente Openbare Basisschool;Westerdiep OZ;96;7881 HG;EMMER-COMPASCUUM;0114;EMMEN;Openbaar;0591353320;                                                                                ;Westerdiep OZ;96;7881 HG;EMMER-COMPASCUUM;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17BC;17BC00;Openbare Basisschool De Runde;Runde ZZ;84;7881 HP;EMMER-COMPASCUUM;0114;EMMEN;Openbaar;0591351446;www.obs-runde.nl;Runde ZZ;84;7881 HP;EMMER-COMPASCUUM;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17BL;17BL00;Openbare Basisschool De Dreef;Kanaal A NZ;102;7881 KL;EMMER-COMPASCUUM;0114;EMMEN;Openbaar;0591352653;www.obs-dreef.nl;Kanaal A NZ;102;7881 KL;EMMER-COMPASCUUM;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17BU;17BU00;Openbare Basisschool Erica De Anbrenge;Semsstraat;2;7887 AD;ERICA;0114;EMMEN;Openbaar;0591301824;www.obs-anbrenge.nl;Semsstraat;2;7887 AD;ERICA;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17CN;17CN00;Openbare Basisschool De Planeet;Horizon;76;7891 CV;KLAZIENAVEEN;0114;EMMEN;Openbaar;0591390162;                                                                                ;Horizon;76;7891 CV;KLAZIENAVEEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17CW;17CW00;Openbare Basisschool De Spil;Voeghoutenstraat;23;7891 LA;KLAZIENAVEEN;0114;EMMEN;Openbaar;0591390225;                                                                                ;Voeghoutenstraat;23;7891 LA;KLAZIENAVEEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17DG;17DG00;OBS De Viersprong;Derksweg;22;7891 PK;KLAZIENAVEEN;0114;EMMEN;Openbaar;0591390170;www.obs-viersprong.nl;Derksweg;22;7891 PK;KLAZIENAVEEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17DQ;17DQ00;Openbare Basischool De Bascule;Sportlaan;85;7833 CH;NIEUW-AMSTERDAM;0114;EMMEN;Openbaar;0591552042;                                                                                ;Postbus;68;7833 ZH;NIEUW-AMSTERDAM;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17EJ;17EJ00;Openbare Basisschool Dordse Til;Walevest;10;7885 AK;NIEUW-DORDRECHT;0114;EMMEN;Openbaar;0591390175;www.obs-dordtsetil.nl;Walevest;10;7885 AK;NIEUW-DORDRECHT;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17FU;17FU00;Openbare Basisschool 't Koppel;Gedempte Achterdiep;9;7831 CJ;NIEUW-WEERDINGE;0114;EMMEN;Openbaar;0591527089;www.obs-koppel.nl;Gedempte Achterdiep;9;7831 CJ;NIEUW-WEERDINGE;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17JD;17JD00;Openbare Basisschool De Dreske;Roswinkelerstraat;131;7895 AR;ROSWINKEL;0114;EMMEN;Openbaar;0591352907;www.obs-dreske.nl;Roswinkelerstraat;131;7895 AR;ROSWINKEL;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;17KM;17KM00;Openbare Basisschool 't Swarte Meer;De Blokken;22;7894 CL;ZWARTEMEER;0114;EMMEN;Openbaar;0591390213;www.obs-swartemeer.nl;De Blokken;22;7894 CL;ZWARTEMEER;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;18HB;18HB00;Openbare Basiischool De Iemenhof;Spanjaardspad;86;7761 BR;SCHOONEBEEK;0114;EMMEN;Openbaar;0524531231;www.obs-iemenhof.nl;Postbus;30;7760 AA;SCHOONEBEEK;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;21PS;21PS00;Openbare Basisschool De Vlonder;Giervalk;20;7827 HX;EMMEN;0114;EMMEN;Openbaar;0591678111;www.obs-vlonder.nl;Giervalk;20;7827 HX;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;23RM;23RM00;Openbare Basisschool De Lisdodde;Ganzenveld;85;7827 SE;EMMEN;0114;EMMEN;Openbaar;0591677908;www.obs-lisdodde.nl;Ganzenveld;85;7827 SE;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;24ED;24ED00;Openbare Basisschool Montessori;A.L. Lesturgeonstraat;3;7815 VD;EMMEN;0114;EMMEN;Openbaar;0591659874;www.montessori-emmen.nl;Postbus;1117;7801 BC;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;10249;30AG;30AG00;Delftlanden;Zandzoom;19;7814 VH;EMMEN;0114;EMMEN;Openbaar;0591685555;www.obs-delftlanden.nl;Zandzoom;19;7814 VH;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;11711;06AQ;06AQ00;Samenwerkingsschool De Schans;Norgerweg;18;9342 PH;EEN;1699;NOORDENVELD;Openbaar;0592656308;www.swsdeschans.nl;Norgerweg;18;9342 PH;EEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;09FV;09FV00;Openbare Basisschool De Hekakker;Schoolstraat;3;9331 AV;NORG;1699;NOORDENVELD;Openbaar;0592613224;www.obsdehekakker.nl;Schoolstraat;3;9331 AV;NORG;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;09HF;09HF00;Basisschool 't Spectrum;Hereweg;1-D;9321 CL;PEIZE;1699;NOORDENVELD;Openbaar;0505033612;www.spectrumpeize.nl;Postbus;5;9320 AA;PEIZE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;10TP;10TP00;Openbare Basisschool de Elsakker;Schoolstraat;5;9337 PB;WESTERVELDE;1699;NOORDENVELD;Openbaar;0592613991;www.obs-elsakker.nl;Schoolstraat;5;9337 PB;WESTERVELDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;11IQ;11IQ00;De Eskampen;Boerakkerweg;2-A;9321 EL;PEIZE;1699;NOORDENVELD;Openbaar;0505033158;www.eskampen.nl;Postbus;17;9320 AA;PEIZE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;12UM;12UM00;Openbare Basisschool de Marke;Ceintuurbaan Zuid;6-A;9301 HX;RODEN;1699;NOORDENVELD;Openbaar;0505017434;www.demarke-roden.nl;Ceintuurbaan Zuid;6-A;9301 HX;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;13GD;13GD00;Openbare Basisschool de Tandem;Klimop;2;9301 PK;RODEN;1699;NOORDENVELD;Openbaar;          ;www.obsdetandemroden.nl;Klimop;2;9301 PK;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;13LI;13LI00;Het Valkhof Openbare Basisschool voor Daltononderwijs;Schonauwen;2;9301 SP;RODEN;1699;NOORDENVELD;Openbaar;0505017300;www.hetvalkhof.nl;Schonauwen;2;9301 SP;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;13QB;13QB00;OBS De Poolster;Zevenhuisterweg;3;9311 VA;NIEUW-RODEN;1699;NOORDENVELD;Openbaar;0505017772;www.obsdepoolster.com;Postbus;131;9300 AC;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;13UC;13UC00;Openbare Basisschool de Flint;J.P. Santeeweg;109;9312 TA;NIETAP;1699;NOORDENVELD;Openbaar;0594514649;www.obsdeflint.nl;J.P. Santeeweg;109;9312 TA;NIETAP;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;11711;13XM;13XM00;OBS Het Palet;Hoofdstraat;21-B;9315 PA;RODERWOLDE;1699;NOORDENVELD;Openbaar;0505033551;www.obs-roderwolde.nl;Hoofdstraat;21-B;9315 PA;RODERWOLDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;03WU;03WU00;Kindcentrum De Wegwijzer;Harm Tiesingstraat;74;9571 AZ;2E EXLOERMOND;1681;BORGER-ODOORN;Protestants-Christelijk;0599671206;www.ckcdewegwijzer.nl;Harm Tiesingstraat;74;9571 AZ;2E EXLOERMOND;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;32073;04LY;04LY00;Christelijk Kindcentrum De Borgh;Molenstraat;3-A;9531 CH;BORGER;1681;BORGER-ODOORN;Protestants-Christelijk;0599234254;www.cbsdeborgh.nl;Molenstraat;3-A;9531 CH;BORGER;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;32073;04TG;04TG00;Kindcentrum Drijber;Nijenkamp;29;9419 TM;DRIJBER;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0593562543;www.cbsdrijber.nl;Nijenkamp;29;9419 TM;DRIJBER;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;05NQ;05NQ00;Christelijk Kindcentrum Menso Altingschool;Brinkhovenlaan;3-B;9765 BH;PATERSWOLDE;1730;TYNAARLO;Protestants-Christelijk;0503093854;www.cbs-mensoalting.nl;Brinkhovenlaan;3-B;9765 BH;PATERSWOLDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;05OC;05OC00;Dalton Kindcentrum ’t Kompas;Ceresstraat;6;9514 CA;GASSELTERNIJVEEN;1680;AA EN HUNZE;Protestants-Christelijk;0599512734;www.dkckompas.nl;Ceresstraat;6;9514 CA;GASSELTERNIJVEEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;05RC;05RC00;Kindcentrum De Klister;Noorderdiep;123;9521 BC;NIEUW-BUINEN;1681;BORGER-ODOORN;Protestants-Christelijk;0599613864;www.cbsdeklister.nl;Noorderdiep;123;9521 BC;NIEUW-BUINEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;32073;05RD;05RD00;CKC School 59;Zuiderdiep;159;9521 AD;NIEUW-BUINEN;1681;BORGER-ODOORN;Protestants-Christelijk;0599212321;www.school59.nl;Zuiderdiep;159;9521 AD;NIEUW-BUINEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;32073;05TN;05TN00;Dalton Kindcentrum De Vaart;Prof. Dr. Obbinkstraat;3-B;9423 PR;HOOGERSMILDE;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0592459055;www.cbsdevaart.nl;Prof. Dr. Obbinkstraat;3-B;9423 PR;HOOGERSMILDE;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;05TS;05TS00;Kindcentrum SPEEL en LEER;Kerklaan;3;9341 AV;VEENHUIZEN;1699;NOORDENVELD;Protestants-Christelijk;0592388355;www.kindcentrumspeelenleer.nl;Kerklaan;3;9341 AV;VEENHUIZEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;06HP;06HP00;Kindcentrum Het Octaaf;Witterhoofdweg;1-C;9405 HX;ASSEN;0106;ASSEN;Protestants-Christelijk;0592351506;www.octaafassen.nl;Witterhoofdweg;1-C;9405 HX;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;06HZ;06HZ00;Dalton Kindcentrum De Wingerd;Floralaan;1-A;9421 NP;BOVENSMILDE;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0592412991;www.cbsdewingerd.nl;Floralaan;1-A;9421 NP;BOVENSMILDE;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;06LV;06LV00;Kindcentrum De Marke;de Weegbree;21;9461 KM;GIETEN;1680;AA EN HUNZE;Protestants-Christelijk;0592263113;www.demarkegieten.nl;Postbus;120;9460 AC;GIETEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;07AU;07AU00;Kindcentrum De Wegwijzer;Homaat;2;9431 MK;WESTERBORK;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0593331305;www.wegwijzer-westerbork.nl;Postbus;44;9430 AA;WESTERBORK;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;07NN;07NN00;Kindcentrum De Holtenhoek;Holtenweg;5;9481 CN;VRIES;1730;TYNAARLO;Protestants-Christelijk;0592541644;www.deholtenhoek.nl;Postbus;25;9480 AA;VRIES;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;08PP;08PP00;Kindcentrum De Schutkampen;Prins Hendrikstraat;2;9422 GJ;SMILDE;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0592414010;www.cbsdeschutkampen.nl;Prins Hendrikstraat;2;9422 GJ;SMILDE;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;09KO;09KO00;Kindcentrum De Regenboog;Tuinstraat;5-B;9404 KK;ASSEN;0106;ASSEN;Protestants-Christelijk;0592316723;www.regenboogassen.nl;Tuinstraat;5-B;9404 KK;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;09QP;09QP00;Kindcentrum Beatrix;Sportlaan;10;9411 BG;BEILEN;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0593522718;www.cbsprinsesbeatrix.nl;Postbus;147;9410 AC;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;10IL;10IL00;Christelijk Kindcentrum Het Stroomdal;Julianalaan;78;9471 EC;ZUIDLAREN;1730;TYNAARLO;Protestants-Christelijk;0504093170;www.stroomdal.nl;Julianalaan;78;9471 EC;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;10KN;10KN00;Christelijk Dalton Kindcentrum De Eshorst;Esweg;106;9411 AK;BEILEN;1731;MIDDEN-DRENTHE;Protestants-Christelijk;0593523159;www.eshorst.nl;Postbus;108;9410 AC;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;10YQ;10YQ00;Dalton Kindcentrum Jonglaren;Ludinge;6;9471 JD;ZUIDLAREN;1730;TYNAARLO;Protestants-Christelijk;0504092079;www.jonglaren.nl;Ludinge;6;9471 JD;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;11KN;11KN00;Kindcentrum De Lichtbaak;Amstelstraat;14-B;9406 TH;ASSEN;0106;ASSEN;Protestants-Christelijk;0592354150;www.delichtbaak.nl;Amstelstraat;14-B;9406 TH;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;11VZ;11VZ00;Christelijk Kindcentrum Het Kompas;Einthovenstraat;26;9402 CB;ASSEN;0106;ASSEN;Protestants-Christelijk;0592354234;www.kompasassen.nl;Einthovenstraat;26;9402 CB;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;12OR;12OR00;Kindcentrum De Scharmhof;Scharmbarg;1;9407 EA;ASSEN;0106;ASSEN;Protestants-Christelijk;0592343800;www.scharmhof.nl;Scharmbarg;1;9407 EA;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;14ZS;14ZS00;Christelijk Kindcentrum Rehoboth;Rooilaan;154;7876 GW;VALTHERMOND;1681;BORGER-ODOORN;Protestants-Christelijk;0599662367;www.rehoboth-school.nl;Rooilaan;154;7876 GW;VALTHERMOND;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;32073;21LS;21LS00;Kindcentrum De Borg;Dusselheugte;13;9403 GN;ASSEN;0106;ASSEN;Protestants-Christelijk;0592370203;www.basisschooldeborg.nl;Dusselheugte;13;9403 GN;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;21QU;21QU00;Kindcentrum De Tol;De Hilde;1;9472 WH;ZUIDLAREN;1730;TYNAARLO;Protestants-Christelijk;0504091804;www.kcdetol.nl;De Hilde;1;9472 WH;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;32073;27BM;27BM00;Kindcentrum Het Krijt;Schoolstraat;29;9408 MB;ASSEN;0106;ASSEN;Protestants-Christelijk;0592460370;www.cbshetkrijt.nl;Schoolstraat;29;9408 MB;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;32073;27WZ;27WZ00;Kindcentrum De Kloostertuin;Aletta Jacobsweg;80;9408 AM;ASSEN;0106;ASSEN;Protestants-Christelijk;0592350303;www.dekloostertuin.nl;Aletta Jacobsweg;80;9408 AM;ASSEN;11;Assen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
