PROVINCIE;BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;VESTIGINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Noord-Holland;41191;10UV;10UV00;van Reenenschool;Spaanschepad;1;1861 LM;BERGEN NH;0373;BERGEN NH;Openbaar;0725812386;www.vanreenenschool.nl;Spaanschepad;1;1861 LM;BERGEN NH;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;10VU;10VU00;Openbare Basisschool de Wiekslag;Erf;1;1841 GR;STOMPETOREN;0361;ALKMAAR;Openbaar;0725039416;www.obswiekslag.nl;Erf;1;1841 GR;STOMPETOREN;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;11JQ;11JQ00;De Zuidwester;Boekenstein;43;1852 WS;HEILOO;0399;HEILOO;Openbaar;0725320308;www.obsdezuidwester.nl;Boekenstein;43;1852 WS;HEILOO;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;11SK;11SK00;Basisschool Juliana van Stolberg;Juliana van Stolbergstr;3;1901 CE;CASTRICUM;0383;CASTRICUM;Openbaar;0251651250;www.jvscas.nl;Juliana van Stolbergstr;3;1901 CE;CASTRICUM;42;Velsen;19;Noord-Holland-Noord;24;Noord-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;12TX;12TX00;OBS de Kustlijn;Rooseveltlaan;1;1902 DH;CASTRICUM;0383;CASTRICUM;Openbaar;0251651656;www.obsdekustlijn.nl;Postbus;319;1900 AH;CASTRICUM;42;Velsen;19;Noord-Holland-Noord;24;Noord-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;12VE;12VE00;Basisschool de Driemaster;Admiraal de Ruyterweg;2;1931 VE;EGMOND AAN ZEE;0373;BERGEN NH;Openbaar;0725061661;www.obsdriemaster.nl;Admiraal de Ruyterweg;2;1931 VE;EGMOND AAN ZEE;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;13AE;13AE00;Basisschool Montessori;Sokkerwei;4;1901 KZ;CASTRICUM;0383;CASTRICUM;Openbaar;0251654888;www.moncas.nl;Sokkerwei;4;1901 KZ;CASTRICUM;42;Velsen;19;Noord-Holland-Noord;24;Noord-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;13BW;13BW00;De Springschans;Breedelaan;6;1851 MA;HEILOO;0399;HEILOO;Openbaar;0725331327;www.obsdespringschans.nl;Breedelaan;6;1851 MA;HEILOO;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;24MY;24MY00;Openbare Basisschool Meander;De Hucht;2;1851 ZC;HEILOO;0399;HEILOO;Openbaar;0725339935;www.basisschoolmeander.nl;De Hucht;2;1851 ZC;HEILOO;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41191;24UA;24UA00;Openbare Basisschool De Wissel;De Hoop;3;1911 KX;UITGEEST;0450;UITGEEST;Openbaar;0251880707;www.dewisseluitgeest.nl;De Hoop;3;1911 KX;UITGEEST;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41251;03TL;03TL00;Basisschool Toermalijn;Marktstraat;22;1521 DZ;WORMERVEER;0479;ZAANSTAD;Samenwerking PC, RK;0752010118;www.icb-toermalijn.nl;Marktstraat;22;1521 DZ;WORMERVEER;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;05RV;05RV00;Christelijke Basisschool De Korenaar;Dokter de Boerstraat;42;1511 VH;OOSTZAAN;0431;OOSTZAAN;Protestants-Christelijk;0752010115;www.korenaar.nl;Dokter de Boerstraat;42;1511 VH;OOSTZAAN;44;Amsterdam;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;23;Groot-Amsterdam;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;05UN;05UN00;Christelijke Basisschool Wij-land;J.J. Allanstraat;149;1551 RD;WESTZAAN;0479;ZAANSTAD;Protestants-Christelijk;0752010126;www.wij-land.nu;J.J. Allanstraat;149;1551 RD;WESTZAAN;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;07TN;07TN00;Rooms Katholieke Jenaplanschool De Bijenkorf;Saenredamstraat;36;1566 KM;ASSENDELFT;0479;ZAANSTAD;Rooms-Katholiek;0752010121;www.jenaplanschooldebijenkorf.nl;Postbus;82;1560 AB;KROMMENIE;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;08XR;08XR00;icbs het Zaanplein;Lijns Tewisz Roggeplein;1;1502 VL;ZAANDAM;0479;ZAANSTAD;Interconfessioneel;0752010135;www.het-zaanplein.nl;Lijns Tewisz Roggeplein;1;1502 VL;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;08YN;08YN00;De Golfbreker;Papiermolen;18;1541 RT;KOOG AAN DE ZAAN;0479;ZAANSTAD;Rooms-Katholiek;0752010123;www.de-golfbreker.nl;Papiermolen;18;1541 RT;KOOG AAN DE ZAAN;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;08YO;08YO00;De Hoeksteen;Rosariumpark;182;1561 TZ;KROMMENIE;0479;ZAANSTAD;Rooms-Katholiek;0752010124;www.de-hoeksteen.nl;Rosariumpark;182;1561 TZ;KROMMENIE;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;09CL;09CL00;Christelijke Basisschool De Evenaar;Jupiterstraat;139;1562 WP;KROMMENIE;0479;ZAANSTAD;Protestants-Christelijk;0752010122;www.cbs-evenaar.nl;Jupiterstraat;139;1562 WP;KROMMENIE;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;09VE;09VE00;Paus Joannesschool;De Weer;25;1504 AH;ZAANDAM;0479;ZAANSTAD;Rooms-Katholiek;0752010114;www.paus-joannes.nl;De Weer;25;1504 AH;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;09WP;09WP00;De Regenboog;Brandakkerstraat;8;1566 XD;ASSENDELFT;0479;ZAANSTAD;Rooms-Katholiek;0752010127;www.bs-regenboog.nl;Brandakkerstraat;8;1566 XD;ASSENDELFT;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;10OD;10OD00;Interconfessionele Basisschool de Windroos;Galeistraat;2;1503 TJ;ZAANDAM;0479;ZAANSTAD;Algemeen bijzonder;0752010129;                                                                                ;Galeistraat;2;1503 TJ;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;15UZ;15UZ00;Basisschool de Piramide;Boschjesstraat;66;1541 KL;KOOG AAN DE ZAAN;0479;ZAANSTAD;Samenwerking PC, RK;0752010125;www.de-piramide.nl;Postbus;94;1540 AB;KOOG AAN DE ZAAN;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;15XF;15XF00;Christelijke Basisschool Kleurenpracht;Klipperstraat;4;1503 AM;ZAANDAM;0479;ZAANSTAD;Protestants-Christelijk;0752010117;www.cbs-kleurenpracht.nl;Klipperstraat;4;1503 AM;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;16BA;16BA00;Interconfessionele Basisschool De Vuurvogel;Eemmeer;15-B;1509 GL;ZAANDAM;0479;ZAANSTAD;Algemeen bijzonder;0752010113;www.vuurvogel.nl;Eemmeer;15-B;1509 GL;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;16DY;16DY00;Christelijke Basisschool Tamarinde;Schaarsven;2-A;1504 AS;ZAANDAM;0479;ZAANSTAD;Protestants-Christelijk;0752010134;www.tamarinde.nl;Schaarsven;2-A;1504 AS;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;16YE;16YE00;Interconfessionele Basisschool Wormer Wieken;De Balk;2-B;1531 PS;WORMER;0880;WORMERLAND;Samenwerking PC, RK;0752010128;www.wormerwieken.nl;De Balk;2-B;1531 PS;WORMER;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;22KA;22KA00;Chr Basisschool Het Baken;P.A. van Meverstraat;9-11;1507 XE;ZAANDAM;0479;ZAANSTAD;Protestants-Christelijk;0752010120;www.het-baken.nl;P.A. van Meverstraat;9;1507 XE;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;22KB;22KB00;RK Basisschool de Rietvink;P.A. van Meverstraat;3;1507 XE;ZAANDAM;0479;ZAANSTAD;Rooms-Katholiek;0752010119;www.de-rietvink.nl;Postbus;2005;1500 GA;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;26BC;26BC00;Interconfessionele Basisschool Octant;Blauwe Ring;90-A;1566 MZ;ASSENDELFT;0479;ZAANSTAD;Samenwerking PC, RK;0752010147;www.icb-octant.nl;Blauwe Ring;90-A;1566 MZ;ASSENDELFT;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;27YV;27YV00;Het SchatRijk;Rooswijkplein;10;1544 VZ;ZAANDIJK;0479;ZAANSTAD;Evangelisch;0752010130;www.hetschatrijk.nl;Rooswijkplein;10;1544 VZ;ZAANDIJK;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;30AH;30AH00;De Oceaan;Parkrijklaan;121-A;1567 HD;ASSENDELFT;0479;ZAANSTAD;Interconfessioneel;0752010132;www.de-oceaan.nl;Parkrijklaan;121-A;1567 HD;ASSENDELFT;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41251;30FU;30FU00;icbs Het Koraal;Beemdgras;3;1567 MM;ASSENDELFT;0479;ZAANSTAD;Interconfessioneel;0752010112;www.het-koraal.nl;Postbus;94;1560 AB;KROMMENIE;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41256;27MA;27MA00;Islamitische Basisschool De Horizon;Zuidervaart;2-B;1504 BA;ZAANDAM;0479;ZAANSTAD;Islamitisch;0756162009;www.ibsdehorizon.nl;Zuidervaart;2-B;1504 BA;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41256;30GJ;30GJ00;Basisschool de Wereldburger;Koos Vorrinkweg;5;1069 JR;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0206138482;www.bsdewereldburger.nl;Postbus;9920;1006 AP;AMSTERDAM;44;Amsterdam;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;23;Groot-Amsterdam;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41293;09LO;09LO00;Basisschool Van der Brugghenschool;Thorbeckestraat;2;1272 HC;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355251365;www.vanderbrugghenschool.nl;Thorbeckestraat;2;1272 HC;HUIZEN;45;Hilversum;16;Gooi en Vechtstreek;20;Gooi en Vechtstreek;24;Het Gooi en Vechtstreek;15;Zuid-Noord-Holland;20;Gooi en Vechtstreek
Noord-Holland;41293;10ZZ;10ZZ00;Basisschool De Parel;Holleblok;6;1273 EG;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355257155;www.parelhuizen.nl;Holleblok;6;1273 EG;HUIZEN;45;Hilversum;16;Gooi en Vechtstreek;20;Gooi en Vechtstreek;24;Het Gooi en Vechtstreek;15;Zuid-Noord-Holland;20;Gooi en Vechtstreek
Noord-Holland;41293;11RH;11RH00;Rehobothschool;Studiostraat;45;1276 NA;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355252982;www.rehobothhuizen.nl;Studiostraat;45;1276 NA;HUIZEN;45;Hilversum;16;Gooi en Vechtstreek;20;Gooi en Vechtstreek;24;Het Gooi en Vechtstreek;15;Zuid-Noord-Holland;20;Gooi en Vechtstreek
Noord-Holland;41293;11YP;11YP00;Basisschool de Ark;Salland;2;1274 KL;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355266835;www.arkhuizen.nl;Salland;2;1274 KL;HUIZEN;45;Hilversum;16;Gooi en Vechtstreek;20;Gooi en Vechtstreek;24;Het Gooi en Vechtstreek;15;Zuid-Noord-Holland;20;Gooi en Vechtstreek
Noord-Holland;41293;12LB;12LB00;PCBS Beatrixschool;Jacob van Wassenaerstr;5;1272 BP;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355253276;www.beatrixschoolhuizen.nl;Jacob van Wassenaerstr;5;1272 BP;HUIZEN;45;Hilversum;16;Gooi en Vechtstreek;20;Gooi en Vechtstreek;24;Het Gooi en Vechtstreek;15;Zuid-Noord-Holland;20;Gooi en Vechtstreek
Noord-Holland;41296;04NH;04NH00;Adriaan Roland Holstschool;Prins Hendriklaan;56;1862 EL;BERGEN NH;0373;BERGEN NH;Antroposofisch;0725813613;www.arhbergen.nl;Postbus;145;1860 AC;BERGEN NH;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41296;06QZ;06QZ00;Westfriese Vrije School Parcival;Nachtegaal;146;1628 DJ;HOORN NH;0405;HOORN;Antroposofisch;0229231011;www.parcival-hoorn.nl;Postbus;3019;1620 GA;HOORN NH;40;Hoorn;19;Noord-Holland-Noord;22;Westfriesland;18;Kop van Noord-Holland;14;Noord-Noord-Holland;22;West-Friesland
Noord-Holland;41296;06RD;06RD00;Vrije School Zaanstreek;Galjoenstraat;111-B;1503 AR;ZAANDAM;0479;ZAANSTAD;Antroposofisch;0756174047;www.vrijeschoolzaanstreek.nl;Galjoenstraat;111-B;1503 AR;ZAANDAM;41;Zaanstad;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;22;Zaanstreek;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41296;09DF;09DF00;Vrije School Kennemerland;Weltevredenstraat;9;2022 VA;HAARLEM;0392;HAARLEM;Antroposofisch;0235373578;www.vskennemerland.nl;Postbus;2161;2002 CD;HAARLEM;43;Haarlem;20;Zuidelijk Noord-Holland;25;West-Kennemerland;21;Agglomeratie Haarlem;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41296;09NN;09NN00;Rudolf Steinerschool;Sperwerstraat;1;1826 KL;ALKMAAR;0361;ALKMAAR;Antroposofisch;0725618602;www.rsteinerschool.nl;Postbus;3083;1801 GB;ALKMAAR;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41296;09NN;09NN01;VS de Sterrenzanger;Mercuriusstraat;13;1829 CE;OUDORP NH;0361;ALKMAAR;Antroposofisch;0725158418;www.desterrenzanger.nl;Mercuriusstraat;13;1829 CE;OUDORP NH;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41296;09ZG;09ZG00;Rudolf Steinerschool;Engelandlaan;2;2034 NA;HAARLEM;0392;HAARLEM;Antroposofisch;0235361378;http://www.rsschool.nl/;Engelandlaan;2;2034 NA;HAARLEM;43;Haarlem;20;Zuidelijk Noord-Holland;25;West-Kennemerland;21;Agglomeratie Haarlem;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41296;24RA;24RA00;Waterlandschool;Reigersbek;2-4;1441 SZ;PURMEREND;0439;PURMEREND;Antroposofisch;0299421672;http://www.waterlandschool.nl/;Reigersbek;2-4;1441 SZ;PURMEREND;44;Amsterdam;20;Zuidelijk Noord-Holland;21;Agglomeratie Amsterdam;23;Groot-Amsterdam;15;Zuid-Noord-Holland;21;Agglomeratie Amsterdam
Noord-Holland;41296;31FK;31FK00;Vrije school Castricum;Dokter van Nieveltweg;20;1901 GD;CASTRICUM;0383;CASTRICUM;Antroposofisch;0235272550;www.vrijeschoolcastricum.nl;Dokter van Nieveltweg;20;1901 GD;CASTRICUM;42;Velsen;19;Noord-Holland-Noord;24;Noord-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;05BM;05BM00;Sint Joseph-School;Rozenhoutstraat;3;1704 CD;HEERHUGOWAARD;0398;HEERHUGOWAARD;Rooms-Katholiek;0725715314;www.stjosephdenoord.nl;Rozenhoutstraat;3;1704 CD;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;05IQ;05IQ00;Rooms-Katholieke Basisschool Paus Johannes;Sperwer;1;1834 XN;SINT PANCRAS;0416;LANGEDIJK;Rooms-Katholiek;0725643023;www.pausjohannesschool.nl;Sperwer;1;1834 XN;SINT PANCRAS;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;11YL;11YL00;IKC Waterrijk;Schoolstraat;29;1723 AA;NOORD-SCHARWOUDE;0416;LANGEDIJK;Rooms-Katholiek;0226315206;www.ikcwaterrijk.nl;Schoolstraat;29;1723 AA;NOORD-SCHARWOUDE;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;12HS;12HS00;IKC Oudkarspel;Voorburggracht;425;1724 NZ;OUDKARSPEL;0416;LANGEDIJK;Rooms-Katholiek;0226343131;www.ikc-oudkarspel.nl;Voorburggracht;425;1724 NZ;OUDKARSPEL;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;12LQ;12LQ00;De Phoenix;Keppelsloot;6;1721 HJ;BROEK OP LANGEDIJK;0416;LANGEDIJK;Openbaar;0226313821;www.dephoenix.nl;Keppelsloot;6;1721 HJ;BROEK OP LANGEDIJK;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;12TT;12TT00;De Wijde Veert;Platteven;44;1723 AB;NOORD-SCHARWOUDE;0416;LANGEDIJK;Openbaar;0226340827;www.dewijdeveert.nl;Platteven;44;1723 AB;NOORD-SCHARWOUDE;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;12TT;12TT01;Barnewiel;Voorburggracht;425;1724 NZ;OUDKARSPEL;0416;LANGEDIJK;Openbaar;0226341235;www.barnewiel.nl;Voorburggracht;425;1724 NZ;OUDKARSPEL;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;13QD;13QD00;De Kleine en Grote Beer;Plutolaan;2-A;1702 CB;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725714872;www.kgbhhw.nl;Plutolaan;2-A;1702 CB;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;13QD;13QD02;1e montessori Alkmaar;Arkplein;123;1826 DM;ALKMAAR;0361;ALKMAAR;Overige;0725610961;www.montessorischool-alk.nl;Arkplein;123;1826 DM;ALKMAAR;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;13UE;13UE00;De Helix;Oosterweg Noord;41;1706 AA;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725714458;www.obs-dehelix.nl;Oosterweg Noord;41;1706 AA;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;14GU;14GU00;obs De Carrousel;Smaragd;27;1703 GA;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725715774;www.obsdecarrousel.com;Postbus;1168;1700 BD;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;25KD;25KD00;OBS Atalanta;Zonnegloren;1;1704 ZE;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725347115;www.obs-atalanta.nl;Zonnegloren;1;1704 ZE;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;27JV;27JV00;Rooms Katholieke Basisschool De Koolvlet;Keppelsloot;8;1721 HJ;BROEK OP LANGEDIJK;0416;LANGEDIJK;Rooms-Katholiek;0226344760;www.dekoolvlet.nl;Keppelsloot;8;1721 HJ;BROEK OP LANGEDIJK;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41364;27LU;27LU00;Openbare Basisschool De Hasselbraam;Anna Polaktuin;26;1705 JS;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725726786;www.dehasselbraam.com;Anna Polaktuin;26;1705 JS;HEERHUGOWAARD;38;Alkmaar;19;Noord-Holland-Noord;24;Noord-Kennemerland;19;Alkmaar en omgeving;14;Noord-Noord-Holland;24;Noord-Kennemerland
Noord-Holland;41375;12IF;12IF00;Openbare Basisschool het Kompas;Drechtstraat;9;1946 AZ;BEVERWIJK;0375;BEVERWIJK;Openbaar;0251231291;                                                                                ;Drechtstraat;9;1946 AZ;BEVERWIJK;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41375;12YB;12YB00;Openbare Basisschool de Sterrekijker;Van der Hoopstraat;54;1945 TT;BEVERWIJK;0375;BEVERWIJK;Openbaar;0251243816;                                                                                ;Van der Hoopstraat;54;1945 TT;BEVERWIJK;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41375;13SP;13SP00;Openbare Basisschool 't Kraaienest;Laan van Blois;193;1943 MH;BEVERWIJK;0375;BEVERWIJK;Openbaar;0251223467;                                                                                ;Laan van Blois;193;1943 MH;BEVERWIJK;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41375;13ZN;13ZN00;Pleiaden-School;Pleiadenplantsoen;63;1973 BS;IJMUIDEN;0453;VELSEN;Openbaar;0255511233;www.pleiaden.nl;Pleiadenplantsoen;63;1973 BS;IJMUIDEN;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
Noord-Holland;41375;14CX;14CX00;De Vuurtoren;Koningsplein;1;1975 DR;IJMUIDEN;0453;VELSEN;Openbaar;0255514452;www.obs-devuurtoren.nl;Koningsplein;1;1975 DR;IJMUIDEN;42;Velsen;20;Zuidelijk Noord-Holland;25;West-Kennemerland;20;IJmond;15;Zuid-Noord-Holland;25;Zuid-Kennemerland en IJmond
